UID,City,State,Country,Key,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20
84047013,Campbell,Tennessee,US,"Campbell, Tennessee, US",1,1,1,1,1,1
84047015,Cannon,Tennessee,US,"Cannon, Tennessee, US",0,0,0,0,0,0
84047017,Carroll,Tennessee,US,"Carroll, Tennessee, US",1,1,1,1,1,1
84047019,Carter,Tennessee,US,"Carter, Tennessee, US",1,1,1,1,1,1
84047021,Cheatham,Tennessee,US,"Cheatham, Tennessee, US",0,0,0,0,0,0
84047023,Chester,Tennessee,US,"Chester, Tennessee, US",0,0,0,0,0,0
84047025,Claiborne,Tennessee,US,"Claiborne, Tennessee, US",0,0,0,0,0,0
84047027,Clay,Tennessee,US,"Clay, Tennessee, US",0,0,0,0,0,0
84047029,Cocke,Tennessee,US,"Cocke, Tennessee, US",0,0,0,0,0,0
84047031,Coffee,Tennessee,US,"Coffee, Tennessee, US",0,0,0,0,0,0
84047033,Crockett,Tennessee,US,"Crockett, Tennessee, US",2,2,2,2,2,3
84047035,Cumberland,Tennessee,US,"Cumberland, Tennessee, US",1,1,1,1,2,2
84047037,Davidson,Tennessee,US,"Davidson, Tennessee, US",62,62,64,65,66,69
84047039,Decatur,Tennessee,US,"Decatur, Tennessee, US",0,0,0,0,0,0
84047041,DeKalb,Tennessee,US,"DeKalb,Tennessee,US",0,0,0,0,0,0
84047043,Dickson,Tennessee,US,"Dickson, Tennessee, US",0,0,0,0,0,0
84047045,Dyer,Tennessee,US,"Dyer, Tennessee, US",0,0,0,0,0,0
84047047,Fayette,Tennessee,US,"Fayette, Tennessee, US",2,2,2,2,2,2
84047049,Fentress,Tennessee,US,"Fentress, Tennessee, US",0,0,0,0,0,0
84047051,Franklin,Tennessee,US,"Franklin, Tennessee, US",1,1,1,1,1,1
84047053,Gibson,Tennessee,US,"Gibson, Tennessee, US",1,1,1,1,1,1
84047055,Giles,Tennessee,US,"Giles, Tennessee, US",0,0,0,0,0,0
84047057,Grainger,Tennessee,US,"Grainger, Tennessee, US",0,0,0,0,0,0
84047059,Greene,Tennessee,US,"Greene, Tennessee, US",2,2,2,2,2,2
84047061,Grundy,Tennessee,US,"Grundy, Tennessee, US",1,1,1,1,1,1
84047063,Hamblen,Tennessee,US,"Hamblen, Tennessee, US",2,2,2,2,2,2
84047065,Hamilton,Tennessee,US,"Hamilton, Tennessee, US",15,15,16,16,19,19
84047067,Hancock,Tennessee,US,"Hancock, Tennessee, US",0,0,0,0,0,0
84047069,Hardeman,Tennessee,US,"Hardeman, Tennessee, US",0,0,0,0,0,0
84047071,Hardin,Tennessee,US,"Hardin, Tennessee, US",2,2,2,2,2,2
84047073,Hawkins,Tennessee,US,"Hawkins, Tennessee, US",2,2,2,2,2,2
84047075,Haywood,Tennessee,US,"Haywood, Tennessee, US",2,2,2,2,2,2
84047077,Henderson,Tennessee,US,"Henderson, Tennessee, US",0,0,0,0,0,0
84047079,Henry,Tennessee,US,"Henry, Tennessee, US",0,0,0,0,0,0
84047081,Hickman,Tennessee,US,"Hickman, Tennessee, US",0,0,0,0,0,0
84047083,Houston,Tennessee,US,"Houston, Tennessee, US",0,0,0,0,0,0
84047085,Humphreys,Tennessee,US,"Humphreys, Tennessee, US",1,1,1,1,1,1
84047087,Jackson,Tennessee,US,"Jackson, Tennessee, US",0,0,0,0,0,0
84047089,Jefferson,Tennessee,US,"Jefferson, Tennessee, US",0,0,0,0,0,0
84047091,Johnson,Tennessee,US,"Johnson, Tennessee, US",0,0,0,0,0,0
84047093,Knox,Tennessee,US,"Knox, Tennessee, US",5,5,5,5,5,5
84047095,Lake,Tennessee,US,"Lake, Tennessee, US",0,0,0,0,0,0
84047097,Lauderdale,Tennessee,US,"Lauderdale, Tennessee, US",1,1,1,1,1,1
84047099,Lawrence,Tennessee,US,"Lawrence, Tennessee, US",0,0,0,0,0,0
84047101,Lewis,Tennessee,US,"Lewis, Tennessee, US",0,0,0,0,0,0
84047103,Lincoln,Tennessee,US,"Lincoln, Tennessee, US",0,0,0,0,0,0
84047105,Loudon,Tennessee,US,"Loudon, Tennessee, US",0,0,0,0,0,0
84047107,McMinn,Tennessee,US,"McMinn, Tennessee, US",14,14,14,14,14,14
84047109,McNairy,Tennessee,US,"McNairy, Tennessee, US",0,0,0,0,0,0
84047111,Macon,Tennessee,US,"Macon, Tennessee, US",3,3,3,3,3,3
84047113,Madison,Tennessee,US,"Madison, Tennessee, US",2,2,2,2,2,2
84047115,Marion,Tennessee,US,"Marion, Tennessee, US",1,1,1,1,1,1
84047117,Marshall,Tennessee,US,"Marshall, Tennessee, US",1,1,1,1,1,1
84047119,Maury,Tennessee,US,"Maury, Tennessee, US",0,0,0,0,1,1
84047121,Meigs,Tennessee,US,"Meigs, Tennessee, US",0,0,0,0,0,0
84047123,Monroe,Tennessee,US,"Monroe, Tennessee, US",2,2,2,2,3,3
84047125,Montgomery,Tennessee,US,"Montgomery, Tennessee, US",3,3,3,3,3,3
84047127,Moore,Tennessee,US,"Moore, Tennessee, US",0,0,0,0,0,0
84047129,Morgan,Tennessee,US,"Morgan, Tennessee, US",0,0,0,0,0,0
84047131,Obion,Tennessee,US,"Obion, Tennessee, US",1,1,3,3,3,1
84047133,Overton,Tennessee,US,"Overton, Tennessee, US",0,0,0,0,0,0
84047135,Perry,Tennessee,US,"Perry, Tennessee, US",0,0,0,0,0,0
84047137,Pickett,Tennessee,US,"Pickett, Tennessee, US",0,0,0,0,0,0
84047139,Polk,Tennessee,US,"Polk, Tennessee, US",0,0,0,0,0,0
84047141,Putnam,Tennessee,US,"Putnam, Tennessee, US",5,5,5,6,6,6
84047143,Rhea,Tennessee,US,"Rhea, Tennessee, US",0,0,0,0,0,0
84047145,Roane,Tennessee,US,"Roane, Tennessee, US",0,0,0,0,0,0
84047147,Robertson,Tennessee,US,"Robertson, Tennessee, US",3,3,4,5,5,5
84047149,Rutherford,Tennessee,US,"Rutherford, Tennessee, US",23,23,27,28,28,29
84047151,Scott,Tennessee,US,"Scott, Tennessee, US",0,0,0,0,0,0
84047153,Sequatchie,Tennessee,US,"Sequatchie, Tennessee, US",0,0,0,0,0,0
84047155,Sevier,Tennessee,US,"Sevier, Tennessee, US",2,2,2,2,2,2
84047157,Shelby,Tennessee,US,"Shelby, Tennessee, US",111,111,117,119,124,127
84047159,Smith,Tennessee,US,"Smith, Tennessee, US",1,1,1,1,1,1
84047161,Stewart,Tennessee,US,"Stewart, Tennessee, US",0,0,0,0,0,0
84047163,Sullivan,Tennessee,US,"Sullivan, Tennessee, US",2,2,2,2,2,2
84047165,Sumner,Tennessee,US,"Sumner, Tennessee, US",45,45,45,46,46,46
84047167,Tipton,Tennessee,US,"Tipton, Tennessee, US",3,3,3,3,3,3
84047169,Trousdale,Tennessee,US,"Trousdale, Tennessee, US",4,4,4,4,4,4
84047171,Unicoi,Tennessee,US,"Unicoi, Tennessee, US",0,0,0,0,0,0
84047173,Union,Tennessee,US,"Union, Tennessee, US",0,0,0,0,0,0
84047175,Van Buren,Tennessee,US,"Van Buren, Tennessee, US",0,0,0,0,0,0
84047177,Warren,Tennessee,US,"Warren, Tennessee, US",0,0,0,0,0,0
84047179,Washington,Tennessee,US,"Washington, Tennessee, US",0,0,0,0,0,0
84047181,Wayne,Tennessee,US,"Wayne, Tennessee, US",0,0,0,0,0,0
84047183,Weakley,Tennessee,US,"Weakley, Tennessee, US",0,0,0,0,0,0
84047185,White,Tennessee,US,"White, Tennessee, US",0,0,0,0,0,0
84047187,Williamson,Tennessee,US,"Williamson, Tennessee, US",10,10,11,11,11,11
84047189,Wilson,Tennessee,US,"Wilson, Tennessee, US",8,8,8,8,8,8
84048001,Anderson,Texas,US,"Anderson, Texas, US",0,0,0,0,0,0
84048003,Andrews,Texas,US,"Andrews, Texas, US",0,0,0,0,0,0
84048005,Angelina,Texas,US,"Angelina, Texas, US",4,4,5,5,5,5
84048007,Aransas,Texas,US,"Aransas, Texas, US",0,0,0,0,0,0
84048009,Archer,Texas,US,"Archer, Texas, US",0,0,0,0,0,0
84048011,Armstrong,Texas,US,"Armstrong, Texas, US",0,0,0,0,0,0
84048013,Atascosa,Texas,US,"Atascosa, Texas, US",2,2,2,2,2,2
84048015,Austin,Texas,US,"Austin, Texas, US",0,0,0,0,0,0
84048017,Bailey,Texas,US,"Bailey, Texas, US",0,0,0,0,0,0
84048019,Bandera,Texas,US,"Bandera, Texas, US",0,0,0,0,0,0
84048021,Bastrop,Texas,US,"Bastrop, Texas, US",3,3,3,3,3,3
84048023,Baylor,Texas,US,"Baylor, Texas, US",0,0,0,0,0,0
84048025,Bee,Texas,US,"Bee, Texas, US",0,0,0,0,0,0
84048027,Bell,Texas,US,"Bell, Texas, US",4,4,4,4,5,5
84048029,Bexar,Texas,US,"Bexar, Texas, US",73,74,75,75,75,78
84048031,Blanco,Texas,US,"Blanco, Texas, US",1,1,1,1,1,1
84048033,Borden,Texas,US,"Borden, Texas, US",0,0,0,0,0,0
84048035,Bosque,Texas,US,"Bosque, Texas, US",0,0,0,0,0,0
84048037,Bowie,Texas,US,"Bowie, Texas, US",6,6,6,6,6,6
84048039,Brazoria,Texas,US,"Brazoria, Texas, US",12,12,12,12,12,12
84048041,Brazos,Texas,US,"Brazos, Texas, US",19,19,19,19,21,22
84048043,Brewster,Texas,US,"Brewster, Texas, US",0,0,0,0,0,0
84048045,Briscoe,Texas,US,"Briscoe, Texas, US",0,0,0,0,0,0
84048047,Brooks,Texas,US,"Brooks, Texas, US",0,0,0,0,0,0
84048049,Brown,Texas,US,"Brown, Texas, US",9,9,10,10,10,10
84048051,Burleson,Texas,US,"Burleson, Texas, US",0,0,0,0,0,0
84048053,Burnet,Texas,US,"Burnet, Texas, US",0,0,0,0,0,0
84048055,Caldwell,Texas,US,"Caldwell, Texas, US",0,0,0,0,0,0
84048057,Calhoun,Texas,US,"Calhoun, Texas, US",3,3,3,3,3,3
84048059,Callahan,Texas,US,"Callahan, Texas, US",1,1,1,1,1,1
84048061,Cameron,Texas,US,"Cameron, Texas, US",36,36,36,36,39,39
84048063,Camp,Texas,US,"Camp, Texas, US",0,0,0,0,0,0
84048065,Carson,Texas,US,"Carson, Texas, US",0,0,0,0,0,0
84048067,Cass,Texas,US,"Cass, Texas, US",0,0,0,1,1,1
84048069,Castro,Texas,US,"Castro, Texas, US",1,1,1,1,1,1
84048071,Chambers,Texas,US,"Chambers, Texas, US",0,0,0,0,0,0
84048073,Cherokee,Texas,US,"Cherokee, Texas, US",2,2,2,2,2,2
84048075,Childress,Texas,US,"Childress, Texas, US",0,0,0,0,0,0
84048077,Clay,Texas,US,"Clay, Texas, US",0,0,0,0,0,0
84048079,Cochran,Texas,US,"Cochran, Texas, US",0,0,0,0,0,0
84048081,Coke,Texas,US,"Coke, Texas, US",0,0,0,0,0,0
84048083,Coleman,Texas,US,"Coleman, Texas, US",0,0,0,0,0,0
84048085,Collin,Texas,US,"Collin, Texas, US",34,34,34,34,34,36
84048087,Collingsworth,Texas,US,"Collingsworth, Texas, US",0,0,0,0,0,0
84048089,Colorado,Texas,US,"Colorado, Texas, US",0,0,0,0,0,0
84048091,Comal,Texas,US,"Comal, Texas, US",7,7,7,7,7,7
84048093,Comanche,Texas,US,"Comanche, Texas, US",1,1,1,1,1,1
84048095,Concho,Texas,US,"Concho, Texas, US",0,0,0,0,0,0
84048097,Cooke,Texas,US,"Cooke, Texas, US",0,0,0,0,0,0
84048099,Coryell,Texas,US,"Coryell, Texas, US",2,2,2,2,2,2
84048101,Cottle,Texas,US,"Cottle, Texas, US",1,1,1,1,1,1
84048103,Crane,Texas,US,"Crane, Texas, US",2,2,5,5,5,5
84048105,Crockett,Texas,US,"Crockett, Texas, US",0,0,0,0,0,0
84048107,Crosby,Texas,US,"Crosby, Texas, US",1,1,1,1,1,1
84048109,Culberson,Texas,US,"Culberson, Texas, US",0,0,0,0,0,0
84048111,Dallam,Texas,US,"Dallam, Texas, US",1,1,1,1,1,1
84048113,Dallas,Texas,US,"Dallas, Texas, US",229,229,245,249,250,260
84048115,Dawson,Texas,US,"Dawson, Texas, US",1,1,1,1,1,1
84048117,Deaf Smith,Texas,US,"Deaf Smith, Texas, US",13,13,13,13,13,13
84048119,Delta,Texas,US,"Delta, Texas, US",0,0,0,0,0,0
84048121,Denton,Texas,US,"Denton, Texas, US",31,31,32,32,32,32
84048123,DeWitt,Texas,US,"DeWitt, Texas, US",1,1,1,1,1,1
84048125,Dickens,Texas,US,"Dickens, Texas, US",0,0,0,0,0,0
84048127,Dimmit,Texas,US,"Dimmit, Texas, US",0,0,0,0,0,0
84048129,Donley,Texas,US,"Donley, Texas, US",0,0,0,0,0,0
84048131,Duval,Texas,US,"Duval, Texas, US",0,0,0,0,0,0
84048133,Eastland,Texas,US,"Eastland, Texas, US",0,0,0,0,0,0
84048135,Ector,Texas,US,"Ector, Texas, US",5,5,5,5,5,5
84048137,Edwards,Texas,US,"Edwards, Texas, US",0,0,0,0,0,0
84048139,Ellis,Texas,US,"Ellis, Texas, US",14,14,15,15,15,16
84048141,El Paso,Texas,US,"El Paso, Texas, US",78,80,83,88,89,90
84048143,Erath,Texas,US,"Erath, Texas, US",1,1,1,1,1,1
84048145,Falls,Texas,US,"Falls, Texas, US",0,0,0,0,0,0
84048147,Fannin,Texas,US,"Fannin, Texas, US",2,2,2,2,2,2
84048149,Fayette,Texas,US,"Fayette, Texas, US",2,2,2,2,2,2
84048151,Fisher,Texas,US,"Fisher, Texas, US",1,1,1,1,1,1
84048153,Floyd,Texas,US,"Floyd, Texas, US",0,0,0,0,0,0
84048155,Foard,Texas,US,"Foard, Texas, US",0,0,0,0,0,0
84048157,Fort Bend,Texas,US,"Fort Bend, Texas, US",44,44,44,45,47,47
84048159,Franklin,Texas,US,"Franklin, Texas, US",0,0,0,0,0,0
84048161,Freestone,Texas,US,"Freestone, Texas, US",0,0,0,0,0,0
84048163,Frio,Texas,US,"Frio, Texas, US",0,0,0,0,0,0
84048165,Gaines,Texas,US,"Gaines, Texas, US",0,0,0,0,0,0
84048167,Galveston,Texas,US,"Galveston, Texas, US",37,37,37,37,38,38
84048169,Garza,Texas,US,"Garza, Texas, US",0,0,0,0,0,0
84048171,Gillespie,Texas,US,"Gillespie, Texas, US",0,0,0,0,0,0
84048173,Glasscock,Texas,US,"Glasscock, Texas, US",0,0,0,0,0,0
84048175,Goliad,Texas,US,"Goliad, Texas, US",0,0,0,0,0,0
84048177,Gonzales,Texas,US,"Gonzales, Texas, US",2,2,2,3,3,3
84048179,Gray,Texas,US,"Gray, Texas, US",2,2,2,2,2,2
84048181,Grayson,Texas,US,"Grayson, Texas, US",2,2,2,2,2,2
84048183,Gregg,Texas,US,"Gregg, Texas, US",6,6,6,7,9,9
84048185,Grimes,Texas,US,"Grimes, Texas, US",1,1,1,1,1,1
84048187,Guadalupe,Texas,US,"Guadalupe, Texas, US",0,0,0,0,0,0
84048189,Hale,Texas,US,"Hale, Texas, US",4,4,4,4,4,4
84048191,Hall,Texas,US,"Hall, Texas, US",0,0,0,0,1,1
84048193,Hamilton,Texas,US,"Hamilton, Texas, US",1,1,1,1,1,1
84048195,Hansford,Texas,US,"Hansford, Texas, US",2,2,2,2,2,2
84048197,Hardeman,Texas,US,"Hardeman, Texas, US",0,0,0,0,0,0
84048199,Hardin,Texas,US,"Hardin, Texas, US",5,5,5,5,5,5
84048201,Harris,Texas,US,"Harris, Texas, US",232,235,236,241,247,253
84048203,Harrison,Texas,US,"Harrison, Texas, US",25,25,25,26,27,27
84048205,Hartley,Texas,US,"Hartley, Texas, US",2,2,2,2,2,2
84048207,Haskell,Texas,US,"Haskell, Texas, US",0,0,0,0,0,0
84048209,Hays,Texas,US,"Hays, Texas, US",4,4,4,5,5,5
84048211,Hemphill,Texas,US,"Hemphill, Texas, US",0,0,0,0,0,0
84048213,Henderson,Texas,US,"Henderson, Texas, US",2,2,2,3,3,3
84048215,Hidalgo,Texas,US,"Hidalgo, Texas, US",10,10,11,11,11,11
84048217,Hill,Texas,US,"Hill, Texas, US",1,1,1,1,1,1
84048219,Hockley,Texas,US,"Hockley, Texas, US",1,1,1,1,1,1
84048221,Hood,Texas,US,"Hood, Texas, US",3,3,3,3,3,3
84048223,Hopkins,Texas,US,"Hopkins, Texas, US",0,0,0,0,0,0
84048225,Houston,Texas,US,"Houston, Texas, US",0,0,0,0,0,0
84048227,Howard,Texas,US,"Howard, Texas, US",1,1,1,1,1,1
84048229,Hudspeth,Texas,US,"Hudspeth, Texas, US",0,0,0,0,0,0
84048231,Hunt,Texas,US,"Hunt, Texas, US",4,4,4,4,4,5
84048233,Hutchinson,Texas,US,"Hutchinson, Texas, US",0,0,0,0,0,0
84048235,Irion,Texas,US,"Irion, Texas, US",0,0,0,0,0,0
84048237,Jack,Texas,US,"Jack, Texas, US",0,0,0,0,0,0
84048239,Jackson,Texas,US,"Jackson, Texas, US",1,1,1,1,1,1
84048241,Jasper,Texas,US,"Jasper, Texas, US",1,1,1,1,1,1
84048243,Jeff Davis,Texas,US,"Jeff Davis, Texas, US",0,0,0,0,0,0
84048245,Jefferson,Texas,US,"Jefferson, Texas, US",27,28,28,29,29,29
84048247,Jim Hogg,Texas,US,"Jim Hogg, Texas, US",0,0,0,0,0,0
84048249,Jim Wells,Texas,US,"Jim Wells, Texas, US",0,0,0,0,0,0
84048251,Johnson,Texas,US,"Johnson, Texas, US",4,4,4,4,4,4
84048253,Jones,Texas,US,"Jones, Texas, US",0,0,0,0,0,0
84048255,Karnes,Texas,US,"Karnes, Texas, US",0,0,0,0,0,0
84048257,Kaufman,Texas,US,"Kaufman, Texas, US",2,2,2,2,2,2
84048259,Kendall,Texas,US,"Kendall, Texas, US",0,0,0,0,0,0
84048261,Kenedy,Texas,US,"Kenedy, Texas, US",0,0,0,0,0,0
84048263,Kent,Texas,US,"Kent, Texas, US",0,0,0,0,0,0
84048265,Kerr,Texas,US,"Kerr, Texas, US",0,0,0,0,0,1
84048267,Kimble,Texas,US,"Kimble, Texas, US",0,0,0,0,0,0
84048269,King,Texas,US,"King, Texas, US",0,0,0,0,0,0
84048271,Kinney,Texas,US,"Kinney, Texas, US",0,0,0,0,0,0
84048273,Kleberg,Texas,US,"Kleberg, Texas, US",1,1,1,1,1,1
84048275,Knox,Texas,US,"Knox, Texas, US",0,0,0,0,0,0
84048277,Lamar,Texas,US,"Lamar, Texas, US",11,11,11,11,11,11
84048279,Lamb,Texas,US,"Lamb, Texas, US",0,0,0,0,0,0
84048281,Lampasas,Texas,US,"Lampasas, Texas, US",0,0,0,0,0,0
84048283,La Salle,Texas,US,"La Salle, Texas, US",0,0,0,0,0,0
84048285,Lavaca,Texas,US,"Lavaca, Texas, US",1,1,1,1,1,1
84048287,Lee,Texas,US,"Lee, Texas, US",1,1,1,1,1,1
84048289,Leon,Texas,US,"Leon, Texas, US",0,0,0,0,0,0
84048291,Liberty,Texas,US,"Liberty, Texas, US",3,3,3,3,3,3
84048293,Limestone,Texas,US,"Limestone, Texas, US",1,1,1,1,1,1
84048295,Lipscomb,Texas,US,"Lipscomb, Texas, US",0,0,0,0,0,0
84048297,Live Oak,Texas,US,"Live Oak, Texas, US",0,0,0,0,0,0
84048299,Llano,Texas,US,"Llano, Texas, US",0,0,0,0,0,0
84048301,Loving,Texas,US,"Loving, Texas, US",0,0,0,0,0,0
84048303,Lubbock,Texas,US,"Lubbock, Texas, US",50,50,50,50,50,50
84048305,Lynn,Texas,US,"Lynn, Texas, US",1,1,1,1,1,1
84048307,McCulloch,Texas,US,"McCulloch, Texas, US",0,0,0,0,0,0
84048309,McLennan,Texas,US,"McLennan, Texas, US",4,4,4,4,4,4
84048311,McMullen,Texas,US,"McMullen, Texas, US",0,0,0,0,0,0
84048313,Madison,Texas,US,"Madison, Texas, US",0,0,0,0,0,0
84048315,Marion,Texas,US,"Marion, Texas, US",1,1,1,1,1,1
84048317,Martin,Texas,US,"Martin, Texas, US",1,1,1,1,1,1
84048319,Mason,Texas,US,"Mason, Texas, US",0,0,0,0,0,0
84048321,Matagorda,Texas,US,"Matagorda, Texas, US",5,5,5,5,5,5
84048323,Maverick,Texas,US,"Maverick, Texas, US",1,1,1,1,1,1
84048325,Medina,Texas,US,"Medina, Texas, US",2,2,2,2,2,2
84048327,Menard,Texas,US,"Menard, Texas, US",0,0,0,0,0,0
84048329,Midland,Texas,US,"Midland, Texas, US",12,12,12,13,13,13
84048331,Milam,Texas,US,"Milam, Texas, US",1,1,1,1,1,1
84048333,Mills,Texas,US,"Mills, Texas, US",0,0,0,0,0,0
84048335,Mitchell,Texas,US,"Mitchell, Texas, US",0,0,0,0,0,0
84048337,Montague,Texas,US,"Montague, Texas, US",1,1,1,1,1,1
84048339,Montgomery,Texas,US,"Montgomery, Texas, US",26,26,26,26,27,28
84048341,Moore,Texas,US,"Moore, Texas, US",13,13,13,13,13,13
84048343,Morris,Texas,US,"Morris, Texas, US",0,0,0,0,0,0
84048345,Motley,Texas,US,"Motley, Texas, US",0,0,0,0,0,0
84048347,Nacogdoches,Texas,US,"Nacogdoches, Texas, US",21,21,21,21,21,21
84048349,Navarro,Texas,US,"Navarro, Texas, US",2,2,2,2,2,2
84048351,Newton,Texas,US,"Newton, Texas, US",0,0,0,0,0,0
84048353,Nolan,Texas,US,"Nolan, Texas, US",0,0,0,0,0,0
84048355,Nueces,Texas,US,"Nueces, Texas, US",3,3,3,3,3,3
84048357,Ochiltree,Texas,US,"Ochiltree, Texas, US",2,2,2,2,2,2
84048359,Oldham,Texas,US,"Oldham, Texas, US",1,1,1,1,1,1
84048361,Orange,Texas,US,"Orange, Texas, US",2,2,2,2,2,2
84048363,Palo Pinto,Texas,US,"Palo Pinto, Texas, US",2,2,2,2,2,2
84048365,Panola,Texas,US,"Panola, Texas, US",23,23,23,23,23,23
84048367,Parker,Texas,US,"Parker, Texas, US",1,1,1,1,1,1
84048369,Parmer,Texas,US,"Parmer, Texas, US",0,0,0,0,0,0
84048371,Pecos,Texas,US,"Pecos, Texas, US",0,0,0,0,0,0
84048373,Polk,Texas,US,"Polk, Texas, US",0,0,0,0,0,0
84048375,Potter,Texas,US,"Potter, Texas, US",30,30,30,31,31,32
84048377,Presidio,Texas,US,"Presidio, Texas, US",0,0,0,0,0,0
84048379,Rains,Texas,US,"Rains, Texas, US",0,0,0,0,0,0
84048381,Randall,Texas,US,"Randall, Texas, US",6,6,6,6,6,6
84048383,Reagan,Texas,US,"Reagan, Texas, US",0,0,0,0,0,0
84048385,Real,Texas,US,"Real, Texas, US",0,0,0,0,0,0
84048387,Red River,Texas,US,"Red River, Texas, US",8,8,8,8,8,8
84048389,Reeves,Texas,US,"Reeves, Texas, US",0,0,0,0,0,0
84048391,Refugio,Texas,US,"Refugio, Texas, US",0,0,0,0,0,0
84048393,Roberts,Texas,US,"Roberts, Texas, US",0,0,0,0,0,0
84048395,Robertson,Texas,US,"Robertson, Texas, US",0,0,0,0,0,0
84048397,Rockwall,Texas,US,"Rockwall, Texas, US",13,13,14,14,14,14
84048399,Runnels,Texas,US,"Runnels, Texas, US",0,0,0,0,0,0
84048401,Rusk,Texas,US,"Rusk, Texas, US",2,2,2,2,2,2
84048403,Sabine,Texas,US,"Sabine, Texas, US",0,0,0,1,1,1
84048405,San Augustine,Texas,US,"San Augustine, Texas, US",2,2,2,2,4,4
84048407,San Jacinto,Texas,US,"San Jacinto, Texas, US",0,0,0,0,0,0
84048409,San Patricio,Texas,US,"San Patricio, Texas, US",0,0,0,0,0,0
84048411,San Saba,Texas,US,"San Saba, Texas, US",0,0,0,0,0,0
84048413,Schleicher,Texas,US,"Schleicher, Texas, US",0,0,0,0,0,0
84048415,Scurry,Texas,US,"Scurry, Texas, US",0,0,0,0,0,0
84048417,Shackelford,Texas,US,"Shackelford, Texas, US",0,0,0,0,0,0
84048419,Shelby,Texas,US,"Shelby, Texas, US",6,6,6,7,8,8
84048421,Sherman,Texas,US,"Sherman, Texas, US",0,0,0,0,0,0
84048423,Smith,Texas,US,"Smith, Texas, US",4,4,4,4,4,4
84048425,Somervell,Texas,US,"Somervell, Texas, US",0,0,0,0,0,0
84048427,Starr,Texas,US,"Starr, Texas, US",0,0,0,0,0,0
84048429,Stephens,Texas,US,"Stephens, Texas, US",0,0,0,0,0,0
84048431,Sterling,Texas,US,"Sterling, Texas, US",0,0,0,0,0,0
84048433,Stonewall,Texas,US,"Stonewall, Texas, US",0,0,0,0,0,0
84048435,Sutton,Texas,US,"Sutton, Texas, US",0,0,0,0,0,0
84048437,Swisher,Texas,US,"Swisher, Texas, US",0,0,0,0,0,0
84048439,Tarrant,Texas,US,"Tarrant, Texas, US",165,165,165,167,168,174
84048441,Taylor,Texas,US,"Taylor, Texas, US",5,5,5,5,5,5
84048443,Terrell,Texas,US,"Terrell, Texas, US",0,0,0,0,0,0
84048445,Terry,Texas,US,"Terry, Texas, US",0,0,0,0,0,0
84048447,Throckmorton,Texas,US,"Throckmorton, Texas, US",0,0,0,0,0,0
84048449,Titus,Texas,US,"Titus, Texas, US",2,2,2,2,2,3
84048451,Tom Green,Texas,US,"Tom Green, Texas, US",1,1,1,1,1,1
84048453,Travis,Texas,US,"Travis, Texas, US",93,93,93,93,95,95
84048455,Trinity,Texas,US,"Trinity, Texas, US",0,0,0,0,0,0
84048457,Tyler,Texas,US,"Tyler, Texas, US",0,0,0,0,0,0
84048459,Upshur,Texas,US,"Upshur, Texas, US",0,0,0,0,0,0
84048461,Upton,Texas,US,"Upton, Texas, US",0,0,0,0,0,0
84048463,Uvalde,Texas,US,"Uvalde, Texas, US",0,0,0,0,0,0
84048465,Val Verde,Texas,US,"Val Verde, Texas, US",0,0,0,0,0,0
84048467,Van Zandt,Texas,US,"Van Zandt, Texas, US",1,1,1,1,1,1
84048469,Victoria,Texas,US,"Victoria, Texas, US",7,7,7,7,7,7
84048471,Walker,Texas,US,"Walker, Texas, US",27,27,27,27,27,27
84048473,Waller,Texas,US,"Waller, Texas, US",0,0,0,0,0,0
84048475,Ward,Texas,US,"Ward, Texas, US",0,0,0,0,0,0
84048477,Washington,Texas,US,"Washington, Texas, US",25,25,25,25,25,25
84048479,Webb,Texas,US,"Webb, Texas, US",19,19,19,19,19,19
84048481,Wharton,Texas,US,"Wharton, Texas, US",0,0,0,0,1,1
84048483,Wheeler,Texas,US,"Wheeler, Texas, US",0,0,0,0,0,0
84048485,Wichita,Texas,US,"Wichita, Texas, US",2,2,2,2,2,2
84048487,Wilbarger,Texas,US,"Wilbarger, Texas, US",0,0,0,0,0,0
84048489,Willacy,Texas,US,"Willacy, Texas, US",1,1,2,2,2,2
84048491,Williamson,Texas,US,"Williamson, Texas, US",24,25,25,25,27,27
84048493,Wilson,Texas,US,"Wilson, Texas, US",5,5,5,5,5,5
84048495,Winkler,Texas,US,"Winkler, Texas, US",0,0,0,0,0,0
84048497,Wise,Texas,US,"Wise, Texas, US",3,3,3,3,3,4
84048499,Wood,Texas,US,"Wood, Texas, US",1,1,3,3,4,4
84048501,Yoakum,Texas,US,"Yoakum, Texas, US",0,0,0,0,0,0
84048503,Young,Texas,US,"Young, Texas, US",1,1,1,1,1,1
84048505,Zapata,Texas,US,"Zapata, Texas, US",0,0,0,0,0,0
84048507,Zavala,Texas,US,"Zavala, Texas, US",0,0,0,0,0,0
84049001,Beaver,Utah,US,"Beaver, Utah, US",0,0,0,0,0,0
84049003,Box Elder,Utah,US,"Box Elder, Utah, US",0,0,0,0,0,0
84049005,Cache,Utah,US,"Cache, Utah, US",0,0,0,0,0,0
84049007,Carbon,Utah,US,"Carbon, Utah, US",0,0,0,0,0,0
84049009,Daggett,Utah,US,"Daggett, Utah, US",0,0,0,0,0,0
84049011,Davis,Utah,US,"Davis, Utah, US",2,2,2,2,2,2
